session_id,session_number,threshold,density, avg_clst,                   avg_deg, r2, diameter, max_load_cent, weak_concomp,
sub-1793622,1,10,0.2783,0.7371,37,0.7677,5,0.09233404555236954,1
sub-1793622,2,10,0.2651,0.7170,35,0.5913,4,0.10001745130776721,1
sub-4176156,2,10,0.2647,0.7229,35,0.3321,5,0.17636720916158016,1
sub-9630905,1,10,0.3021,0.7370,39,0.7435,4,0.13021993195447118,1
sub-0021001,2,10,0.2814,0.7246,37,0.6856,4,0.1357708879261241,1
sub-0021006,2,10,0.2828,0.7318,39,0.6585,4,0.14348069510829314,1
sub-3201815,1,10,0.2981,0.7281,39,0.5491,4,0.0961197563570833,1
sub-3315657,2,10,0.2634,0.7333,35,0.7439,4,0.19957498480480335,1
sub-3315657,1,10,0.2613,0.7200,35,0.3770,5,0.1526588657842137,1
sub-3201815,2,10,0.3090,0.7499,41,0.7150,4,0.08775936993606165,1
sub-0021006,1,10,0.2754,0.7245,38,0.3023,4,0.1428693152344463,1
sub-1961098,2,50,0.2248,0.6772,29,0.0152,5,0.16938488331073798,1
sub-1961098,1,50,0.2303,0.6888,29,0.1670,5,0.1545702662348124,1
sub-4288245,1,50,0.2284,0.7276,29,0.6334,5,0.16693951549373784,1
sub-2475376,2,50,0.2212,0.6945,28,0.2651,4,0.2250115545014317,1
sub-8735778,2,50,0.2117,0.6869,27,0.2096,4,0.16720940784013824,1
sub-3313349,1,50,0.2480,0.7125,32,0.5843,4,0.11815147754741094,1
sub-3808535,1,50,0.1787,0.6818,23,0.4164,5,0.2554611854195186,1
sub-3808535,2,50,0.1818,0.7029,23,0.7266,4,0.27836875667735067,1
sub-8735778,1,50,0.2099,0.6830,27,0.3486,5,0.1785774275753436,1
sub-3313349,2,50,0.2573,0.7199,33,0.2848,4,0.10615008235058757,1
sub-2475376,1,50,0.2177,0.6920,28,0.2504,4,0.22937334461152564,1
sub-4288245,2,50,0.2294,0.7234,29,0.6022,5,0.15634933281258828,1
sub-0021018,2,50,0.2466,0.7453,32,0.3818,4,0.2585096946497614,1
sub-0021018,1,50,0.2448,0.7598,31,0.3494,4,0.2433992175383189,1
sub-0021002,2,50,0.2058,0.7053,27,0.5751,6,0.23082450177421301,1
sub-3795193,1,50,0.1967,0.6901,25,0.2363,5,0.262619731180278,1
sub-2842950,1,50,0.2153,0.7275,27,0.6623,5,0.19293800649331963,1
sub-0021024,2,50,0.2255,0.6960,28,0.2596,4,0.1359255908283037,1
sub-2842950,2,50,0.2042,0.7047,26,0.4114,5,0.2074327032039301,1
sub-0021024,1,50,0.2120,0.6958,27,0.4867,5,0.16504852586269644,1
sub-0021002,1,50,0.2103,0.6862,27,0.3482,6,0.25022261577130445,1
sub-3795193,2,50,0.2364,0.7349,30,0.3663,5,0.2237531262920328,1
sub-7055197,2,50,0.2051,0.7038,26,0.4825,5,0.25215534970282566,1
sub-7055197,1,50,0.2159,0.7283,28,0.6197,5,0.20970832452988916,1
sub-2799329,2,50,0.2312,0.7095,30,0.5929,5,0.16549199305842074,1
sub-2799329,1,50,0.2298,0.7066,29,0.4333,5,0.15843773722012103,1
sub-0021001,1,50,0.2303,0.6941,29,0.4493,5,0.12559285081511093,1
sub-9630905,2,50,0.2252,0.7132,29,0.1855,5,0.24262105272565648,1
sub-4176156,1,50,0.1823,0.6955,23,0.5461,5,0.24549609223242017,1
sub-1793622,1,50,0.2070,0.6995,26,0.5857,4,0.19488998143743608,1
sub-1793622,2,50,0.1935,0.6977,25,0.5490,4,0.23334794954549415,1
sub-4176156,2,50,0.1953,0.7144,25,0.4597,5,0.2590928579522328,1
sub-9630905,1,50,0.2121,0.6766,28,0.1419,5,0.2064185198488812,1
sub-0021001,2,50,0.2065,0.6946,26,0.4338,5,0.21043920436502855,1
sub-0021006,2,50,0.2131,0.7032,27,0.4641,5,0.1833323641161253,1
sub-3201815,1,50,0.2191,0.6957,28,0.2228,4,0.15389693073879387,1
sub-3315657,2,50,0.2067,0.7038,27,0.3418,5,0.23711175585877983,1
sub-3315657,1,50,0.2040,0.6949,26,0.3284,5,0.23403405539835773,1
sub-3201815,2,50,0.2261,0.7087,29,0.4335,5,0.14354305900123285,1
sub-0021006,1,50,0.2144,0.6882,28,0.2669,5,0.22105564327136853,1
sub-1961098,2,90,0.2009,0.6975,25,0.1386,6,0.20643029515876232,1
sub-1961098,1,90,0.1971,0.6831,25,0.0264,5,0.22568878819602925,1
sub-4288245,1,90,0.1942,0.7019,24,0.2651,5,0.2666264993305786,1
sub-2475376,2,90,0.1815,0.6831,22,0.1907,6,0.21136976304723024,1
sub-8735778,2,90,0.1702,0.6866,22,0.1444,7,0.19488354157829618,1
sub-3313349,1,90,0.2084,0.6834,27,0.1757,5,0.20212270776742153,1
sub-3808535,1,90,0.1464,0.6833,19,0.6541,5,0.34689544064153505,1
sub-3808535,2,90,0.1441,0.6727,18,0.4002,5,0.31913227944756933,1
sub-8735778,1,90,0.1632,0.6674,21,0.2889,5,0.27294977360602374,1
sub-3313349,2,90,0.2210,0.6912,28,0.0648,5,0.2022671130223547,1
sub-2475376,1,90,0.1755,0.6708,22,0.1216,6,0.27504763873567906,1
sub-4288245,2,90,0.1899,0.7025,24,0.2701,5,0.21052918124901043,1
sub-0021018,2,90,0.2148,0.6937,27,0.0258,5,0.23795433081183937,1
sub-0021018,1,90,0.2222,0.7013,27,0.0131,5,0.2752174754704089,1
sub-0021002,2,90,0.1721,0.6660,22,0.0847,6,0.3081856679303668,1
sub-3795193,1,90,0.1604,0.6382,20,0.0456,6,0.2964292251956875,1
sub-2842950,1,90,0.1700,0.7206,21,0.6313,5,0.2590816130421261,1
sub-0021024,2,90,0.1731,0.6871,22,0.1814,5,0.25070567405202804,1
sub-2842950,2,90,0.1654,0.7021,20,0.3806,5,0.2610103340550822,1
sub-0021024,1,90,0.1639,0.6824,20,0.1542,5,0.30186893738977094,1
sub-0021002,1,90,0.1678,0.6540,21,0.1013,5,0.28862685815066785,1
sub-3795193,2,90,0.1921,0.6828,24,0.0473,6,0.24005781327676354,1
sub-7055197,2,90,0.1650,0.6999,21,0.2236,5,0.3015836462438025,1
sub-7055197,1,90,0.1730,0.6968,22,0.2068,5,0.23731260558018388,1
sub-2799329,2,90,0.1964,0.6831,24,0.3055,5,0.2116851365411045,1
sub-2799329,1,90,0.1928,0.6666,24,0.1445,5,0.25307856175726884,1
sub-0021001,1,90,0.1745,0.6356,22,0.0043,6,0.2916100353105207,1
sub-9630905,2,90,0.1851,0.6557,23,0.0210,5,0.2494932609913653,1
sub-4176156,1,90,0.1457,0.6541,18,0.2019,6,0.2920044964359199,1
sub-1793622,1,90,0.1580,0.6562,20,0.1683,5,0.2609868729360917,1
sub-1793622,2,90,0.1469,0.6353,19,0.0638,5,0.3200916365174176,1
sub-4176156,2,90,0.1524,0.6612,19,0.1580,5,0.3436138008909494,1
sub-9630905,1,90,0.1707,0.6477,21,0.0584,5,0.24404815401451682,1
sub-0021001,2,90,0.1587,0.6345,20,0.0208,5,0.4078698263923825,1
sub-0021006,2,90,0.1655,0.6904,21,0.2205,5,0.24390537383215682,1
sub-3201815,1,90,0.1879,0.6361,23,0.0457,5,0.17385734868906563,1
sub-3315657,2,90,0.1803,0.6885,23,0.2718,5,0.2707261514984331,1
sub-3315657,1,90,0.1668,0.6794,21,0.2932,5,0.27481224397000836,1
sub-3201815,2,90,0.1920,0.6456,24,0.0508,5,0.16800477416911533,1
sub-0021006,1,90,0.1736,0.6928,22,0.3805,5,0.27496870312053745,1
